Probability of death for males by calendar year and by single year of age (ages 0 to 119).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2071,0.002616,0.000211,0.000124,0.000103,0.000084,0.000071,0.000063,0.000059,0.000057,0.000057,0.000059,0.000064,0.000078,0.000106,0.000159,0.000242,0.000345,0.000462,0.000586,0.000704,0.000808,0.000896,0.000967,0.001029,0.001091,0.001156,0.001221,0.001282,0.001334,0.001377,0.00141,0.001438,0.00147,0.00151,0.001557,0.001606,0.001654,0.0017,0.001744,0.001779,0.001803,0.001821,0.001847,0.001892,0.001963,0.002056,0.002166,0.002297,0.00246,0.00267,0.00293,0.00321,0.003514,0.00385,0.00422,0.004612,0.005019,0.005441,0.005884,0.006352,0.006851,0.007391,0.007975,0.008632,0.009426,0.01037,0.011174,0.011852,0.012518,0.013294,0.014264,0.015485,0.016976,0.018717,0.020637,0.022721,0.024999,0.027523,0.030335,0.03348,0.036995,0.040971,0.045613,0.051318,0.05862,0.067676,0.076903,0.086336,0.096305,0.10705,0.118718,0.131437,0.145358,0.160601,0.177198,0.195035,0.213604,0.23201,0.249309,0.26539,0.281738,0.298277,0.314921,0.331581,0.34816,0.365568,0.383846,0.403039,0.42319,0.44435,0.466568,0.489896,0.514391,0.54011,0.567116,0.595472,0.625245,0.656507,0.689333,0.723799
2072,0.002574,0.000208,0.000123,0.000101,0.000083,0.00007,0.000062,0.000058,0.000056,0.000056,0.000058,0.000063,0.000077,0.000105,0.000158,0.00024,0.000342,0.000458,0.000581,0.000698,0.000802,0.00089,0.00096,0.001022,0.001083,0.001147,0.001212,0.001272,0.001324,0.001366,0.001399,0.001427,0.001459,0.001499,0.001545,0.001593,0.001641,0.001687,0.001729,0.001764,0.001788,0.001806,0.001831,0.001875,0.001945,0.002037,0.002147,0.002276,0.002437,0.002646,0.002904,0.003183,0.003483,0.003815,0.004182,0.00457,0.004972,0.00539,0.005828,0.00629,0.006784,0.007318,0.007895,0.008548,0.009339,0.010284,0.011087,0.011761,0.012423,0.013192,0.014156,0.015367,0.016849,0.018577,0.020484,0.022555,0.024818,0.027326,0.030119,0.033243,0.036734,0.040683,0.045295,0.050972,0.058249,0.067286,0.076482,0.085871,0.095788,0.106473,0.118077,0.130725,0.144571,0.15973,0.176236,0.193974,0.21244,0.230747,0.247952,0.263947,0.280208,0.296658,0.313213,0.329782,0.346271,0.363585,0.381764,0.400852,0.420895,0.44194,0.464037,0.487239,0.511601,0.537181,0.56404,0.592242,0.621854,0.652946,0.685594,0.719873
2073,0.002532,0.000205,0.000121,0.0001,0.000082,0.000069,0.000062,0.000057,0.000055,0.000055,0.000057,0.000062,0.000076,0.000104,0.000156,0.000238,0.000339,0.000455,0.000577,0.000693,0.000796,0.000883,0.000953,0.001014,0.001075,0.001139,0.001203,0.001263,0.001314,0.001356,0.001389,0.001416,0.001447,0.001487,0.001533,0.001581,0.001628,0.001673,0.001715,0.001749,0.001773,0.00179,0.001815,0.001859,0.001928,0.002019,0.002127,0.002255,0.002415,0.002622,0.002879,0.003155,0.003453,0.003782,0.004144,0.004528,0.004926,0.00534,0.005773,0.00623,0.006718,0.007245,0.007816,0.008464,0.009253,0.010199,0.011001,0.011672,0.012328,0.013092,0.014049,0.015251,0.016723,0.018439,0.020334,0.022391,0.024639,0.027131,0.029906,0.033008,0.036476,0.040398,0.044982,0.05063,0.057883,0.0669,0.076066,0.085412,0.095275,0.105902,0.117442,0.130021,0.143792,0.158869,0.175284,0.192925,0.211289,0.229497,0.24661,0.26252,0.278694,0.295056,0.311522,0.328002,0.344402,0.361622,0.379703,0.398689,0.418623,0.439554,0.461532,0.484608,0.508839,0.534281,0.560995,0.589045,0.618497,0.649422,0.681893,0.715987
2074,0.002491,0.000203,0.00012,0.000099,0.000081,0.000069,0.000061,0.000056,0.000054,0.000054,0.000056,0.000062,0.000075,0.000103,0.000155,0.000236,0.000337,0.000452,0.000573,0.000688,0.000791,0.000877,0.000946,0.001007,0.001067,0.001131,0.001194,0.001253,0.001304,0.001346,0.001378,0.001406,0.001436,0.001475,0.001521,0.001568,0.001615,0.00166,0.001702,0.001735,0.001758,0.001775,0.001799,0.001843,0.001911,0.002001,0.002108,0.002234,0.002393,0.002598,0.002854,0.003128,0.003423,0.003748,0.004107,0.004487,0.004881,0.00529,0.005718,0.00617,0.006652,0.007173,0.007739,0.008382,0.009169,0.010114,0.010915,0.011583,0.012235,0.012993,0.013943,0.015137,0.016598,0.018303,0.020185,0.02223,0.024463,0.026938,0.029695,0.032777,0.036221,0.040117,0.044672,0.050292,0.057521,0.066519,0.075654,0.084956,0.094769,0.105337,0.116813,0.129325,0.143021,0.158016,0.174341,0.191886,0.21015,0.22826,0.245281,0.261107,0.277195,0.29347,0.309848,0.32624,0.342552,0.35968,0.377664,0.396547,0.416374,0.437193,0.459053,0.482005,0.506105,0.531411,0.557981,0.58588,0.615174,0.645933,0.67823,0.712141
2075,0.002451,0.0002,0.000118,0.000097,0.00008,0.000068,0.00006,0.000056,0.000054,0.000054,0.000055,0.000061,0.000074,0.000101,0.000153,0.000234,0.000334,0.000448,0.000569,0.000683,0.000785,0.00087,0.000939,0.000999,0.001059,0.001122,0.001185,0.001244,0.001294,0.001336,0.001368,0.001395,0.001425,0.001464,0.001509,0.001556,0.001602,0.001646,0.001688,0.001721,0.001744,0.00176,0.001784,0.001827,0.001894,0.001983,0.002088,0.002213,0.002371,0.002575,0.002829,0.003101,0.003393,0.003715,0.00407,0.004446,0.004836,0.005241,0.005664,0.006111,0.006588,0.007103,0.007662,0.0083,0.009085,0.010031,0.010831,0.011496,0.012143,0.012895,0.013838,0.015024,0.016475,0.018169,0.020038,0.02207,0.024289,0.026748,0.029487,0.032548,0.035969,0.039839,0.044366,0.049958,0.057163,0.066141,0.075246,0.084506,0.094267,0.104778,0.116192,0.128635,0.142258,0.157172,0.173409,0.190857,0.209023,0.227035,0.243967,0.259709,0.275712,0.2919,0.308191,0.324496,0.340721,0.357757,0.375645,0.394427,0.414148,0.434856,0.456599,0.479428,0.5034,0.52857,0.554998,0.582748,0.611886,0.64248,0.674604,0.708334
2076,0.002411,0.000197,0.000117,0.000096,0.000079,0.000067,0.000059,0.000055,0.000053,0.000053,0.000055,0.00006,0.000073,0.0001,0.000152,0.000232,0.000332,0.000445,0.000564,0.000678,0.000779,0.000864,0.000933,0.000992,0.001052,0.001114,0.001176,0.001235,0.001285,0.001326,0.001358,0.001384,0.001414,0.001453,0.001498,0.001544,0.001589,0.001633,0.001674,0.001707,0.001729,0.001745,0.001768,0.001811,0.001877,0.001965,0.002069,0.002193,0.002349,0.002552,0.002804,0.003074,0.003363,0.003683,0.004034,0.004406,0.004792,0.005192,0.005611,0.006052,0.006524,0.007033,0.007586,0.008219,0.009002,0.009949,0.010748,0.011409,0.012052,0.012799,0.013735,0.014912,0.016353,0.018036,0.019893,0.021912,0.024116,0.02656,0.029281,0.032322,0.03572,0.039565,0.044064,0.049628,0.056809,0.065768,0.074842,0.08406,0.09377,0.104224,0.115576,0.127953,0.141503,0.156337,0.172486,0.18984,0.207908,0.225823,0.242665,0.258324,0.274244,0.290347,0.306551,0.32277,0.338908,0.355854,0.373646,0.392329,0.411945,0.432542,0.45417,0.476878,0.500722,0.525758,0.552046,0.579648,0.608631,0.639062,0.671015,0.704566
2077,0.002372,0.000195,0.000115,0.000095,0.000078,0.000066,0.000059,0.000054,0.000052,0.000052,0.000054,0.000059,0.000072,0.000099,0.00015,0.00023,0.000329,0.000442,0.00056,0.000673,0.000773,0.000858,0.000926,0.000985,0.001044,0.001106,0.001168,0.001225,0.001275,0.001316,0.001348,0.001374,0.001404,0.001441,0.001486,0.001532,0.001577,0.00162,0.001661,0.001693,0.001715,0.001731,0.001753,0.001795,0.00186,0.001947,0.002051,0.002173,0.002327,0.002529,0.00278,0.003048,0.003334,0.00365,0.003998,0.004367,0.004748,0.005144,0.005558,0.005995,0.00646,0.006963,0.007511,0.00814,0.008921,0.009868,0.010665,0.011324,0.011962,0.012703,0.013632,0.014802,0.016233,0.017905,0.01975,0.021756,0.023946,0.026374,0.029078,0.032099,0.035475,0.039294,0.043766,0.049302,0.05646,0.065399,0.074442,0.083618,0.093278,0.103676,0.114967,0.127278,0.140755,0.155511,0.171573,0.188833,0.206804,0.224624,0.241377,0.256955,0.27279,0.288809,0.304928,0.321061,0.337114,0.35397,0.371668,0.390252,0.409764,0.430253,0.451765,0.474354,0.498071,0.522975,0.549124,0.57658,0.605409,0.635679,0.667463,0.700836
2078,0.002334,0.000192,0.000114,0.000094,0.000077,0.000065,0.000058,0.000054,0.000052,0.000051,0.000053,0.000058,0.000071,0.000098,0.000149,0.000228,0.000327,0.000438,0.000556,0.000668,0.000768,0.000851,0.000919,0.000978,0.001036,0.001098,0.001159,0.001216,0.001266,0.001306,0.001337,0.001363,0.001393,0.00143,0.001474,0.00152,0.001564,0.001607,0.001647,0.001679,0.0017,0.001716,0.001738,0.001779,0.001844,0.00193,0.002032,0.002153,0.002306,0.002506,0.002756,0.003022,0.003306,0.003618,0.003963,0.004327,0.004705,0.005097,0.005506,0.005938,0.006398,0.006895,0.007437,0.008061,0.00884,0.009788,0.010584,0.01124,0.011873,0.012609,0.013531,0.014693,0.016115,0.017775,0.019609,0.021601,0.023778,0.026191,0.028877,0.031879,0.035232,0.039027,0.043471,0.048981,0.056114,0.065033,0.074046,0.083181,0.092791,0.103133,0.114364,0.126609,0.140015,0.154693,0.170669,0.187836,0.205711,0.223437,0.240103,0.255599,0.271352,0.287287,0.303322,0.31937,0.335338,0.352105,0.369711,0.388196,0.407606,0.427986,0.449386,0.471855,0.495448,0.52022,0.546231,0.573543,0.60222,0.632331,0.663947,0.697145
2079,0.002296,0.000189,0.000112,0.000093,0.000076,0.000064,0.000057,0.000053,0.000051,0.000051,0.000052,0.000057,0.00007,0.000097,0.000147,0.000226,0.000324,0.000435,0.000552,0.000663,0.000762,0.000845,0.000912,0.000971,0.001029,0.001089,0.00115,0.001207,0.001256,0.001296,0.001327,0.001353,0.001382,0.001419,0.001463,0.001508,0.001552,0.001594,0.001634,0.001665,0.001686,0.001701,0.001723,0.001764,0.001828,0.001913,0.002013,0.002133,0.002285,0.002484,0.002732,0.002996,0.003277,0.003587,0.003928,0.004288,0.004662,0.005049,0.005454,0.005881,0.006336,0.006827,0.007364,0.007984,0.00876,0.009709,0.010504,0.011156,0.011786,0.012516,0.013432,0.014585,0.015997,0.017647,0.019469,0.021449,0.023612,0.026009,0.028678,0.031661,0.034993,0.038763,0.04318,0.048663,0.055772,0.064672,0.073655,0.082748,0.092309,0.102596,0.113767,0.125947,0.139283,0.153883,0.169775,0.18685,0.20463,0.222263,0.238841,0.254257,0.269928,0.28578,0.301732,0.317696,0.333581,0.35026,0.367773,0.386161,0.405469,0.425743,0.44703,0.469382,0.492851,0.517493,0.543368,0.570536,0.599063,0.629016,0.660467,0.69349
2080,0.002259,0.000187,0.000111,0.000091,0.000075,0.000063,0.000056,0.000052,0.00005,0.00005,0.000052,0.000057,0.000069,0.000096,0.000146,0.000225,0.000322,0.000432,0.000548,0.000659,0.000757,0.000839,0.000906,0.000963,0.001021,0.001081,0.001142,0.001198,0.001247,0.001286,0.001317,0.001343,0.001372,0.001408,0.001452,0.001496,0.00154,0.001582,0.001621,0.001651,0.001672,0.001687,0.001709,0.001748,0.001812,0.001895,0.001995,0.002114,0.002264,0.002462,0.002708,0.00297,0.003249,0.003556,0.003893,0.00425,0.00462,0.005003,0.005403,0.005825,0.006275,0.006761,0.007291,0.007907,0.008681,0.00963,0.010424,0.011074,0.011699,0.012424,0.013333,0.014479,0.015882,0.01752,0.019331,0.021298,0.023448,0.02583,0.028482,0.031446,0.034756,0.038502,0.042893,0.048349,0.055435,0.064314,0.073267,0.08232,0.091832,0.102064,0.113176,0.125292,0.138559,0.153082,0.168889,0.185874,0.20356,0.2211,0.237593,0.252929,0.268519,0.284289,0.300158,0.316039,0.331841,0.348433,0.365854,0.384147,0.403355,0.423522,0.444698,0.466933,0.49028,0.514794,0.540534,0.56756,0.595938,0.625735,0.657022,0.689873
2081,0.002223,0.000184,0.000109,0.00009,0.000074,0.000063,0.000056,0.000051,0.00005,0.000049,0.000051,0.000056,0.000068,0.000095,0.000144,0.000223,0.000319,0.000429,0.000544,0.000654,0.000751,0.000833,0.000899,0.000956,0.001013,0.001073,0.001133,0.001189,0.001238,0.001277,0.001307,0.001332,0.001361,0.001397,0.00144,0.001484,0.001527,0.001569,0.001607,0.001638,0.001658,0.001673,0.001694,0.001733,0.001796,0.001879,0.001977,0.002095,0.002244,0.00244,0.002685,0.002945,0.003221,0.003525,0.003859,0.004212,0.004578,0.004957,0.005353,0.00577,0.006215,0.006695,0.00722,0.007831,0.008604,0.009553,0.010346,0.010992,0.011614,0.012333,0.013236,0.014374,0.015767,0.017395,0.019194,0.02115,0.023286,0.025653,0.028289,0.031233,0.034522,0.038244,0.042609,0.048039,0.055101,0.06396,0.072883,0.081896,0.091359,0.101538,0.11259,0.124644,0.137841,0.152289,0.168013,0.184908,0.2025,0.21995,0.236357,0.251614,0.267124,0.282813,0.2986,0.314399,0.330119,0.346625,0.363956,0.382154,0.401261,0.421324,0.44239,0.46451,0.487736,0.512122,0.537728,0.564615,0.592846,0.622488,0.653612,0.686293
2082,0.002187,0.000182,0.000108,0.000089,0.000073,0.000062,0.000055,0.000051,0.000049,0.000049,0.00005,0.000055,0.000067,0.000093,0.000143,0.000221,0.000317,0.000426,0.00054,0.000649,0.000746,0.000827,0.000892,0.000949,0.001006,0.001066,0.001125,0.001181,0.001228,0.001267,0.001298,0.001322,0.001351,0.001387,0.001429,0.001473,0.001515,0.001557,0.001595,0.001624,0.001645,0.001659,0.001679,0.001718,0.00178,0.001862,0.001959,0.002075,0.002223,0.002418,0.002662,0.00292,0.003194,0.003494,0.003825,0.004174,0.004536,0.004912,0.005303,0.005716,0.006155,0.00663,0.007149,0.007756,0.008527,0.009477,0.010268,0.010912,0.011529,0.012243,0.01314,0.01427,0.015654,0.017272,0.019059,0.021003,0.023126,0.025479,0.028097,0.031023,0.034291,0.037989,0.042328,0.047732,0.054771,0.06361,0.072503,0.081475,0.090891,0.101017,0.112011,0.124002,0.137131,0.151504,0.167146,0.183952,0.201452,0.218811,0.235134,0.250313,0.265743,0.281352,0.297057,0.312775,0.328414,0.344835,0.362076,0.38018,0.399189,0.419149,0.440106,0.462111,0.485217,0.509478,0.534952,0.561699,0.589784,0.619273,0.650237,0.682749
2083,0.002151,0.00018,0.000107,0.000088,0.000072,0.000061,0.000054,0.00005,0.000048,0.000048,0.00005,0.000054,0.000066,0.000092,0.000141,0.000219,0.000314,0.000422,0.000536,0.000644,0.00074,0.000821,0.000886,0.000942,0.000999,0.001058,0.001117,0.001172,0.001219,0.001258,0.001288,0.001312,0.00134,0.001376,0.001418,0.001461,0.001503,0.001544,0.001582,0.001611,0.001631,0.001645,0.001665,0.001703,0.001764,0.001845,0.001942,0.002056,0.002203,0.002396,0.002639,0.002895,0.003166,0.003464,0.003791,0.004137,0.004495,0.004867,0.005254,0.005662,0.006096,0.006565,0.00708,0.007682,0.008451,0.009401,0.010192,0.010833,0.011445,0.012155,0.013045,0.014167,0.015542,0.01715,0.018926,0.020858,0.022968,0.025306,0.027908,0.030816,0.034063,0.037738,0.042051,0.047429,0.054445,0.063263,0.072126,0.081059,0.090428,0.1005,0.111438,0.123367,0.136428,0.150727,0.166287,0.183006,0.200415,0.217684,0.233923,0.249025,0.264377,0.279905,0.295531,0.311168,0.326726,0.343063,0.360216,0.378227,0.397138,0.416995,0.437845,0.459737,0.482724,0.50686,0.532203,0.558813,0.586754,0.616091,0.646896,0.679241
2084,0.002117,0.000177,0.000105,0.000087,0.000071,0.00006,0.000053,0.00005,0.000048,0.000047,0.000049,0.000054,0.000065,0.000091,0.00014,0.000217,0.000312,0.000419,0.000532,0.000639,0.000735,0.000815,0.000879,0.000935,0.000991,0.00105,0.001108,0.001163,0.00121,0.001248,0.001278,0.001302,0.00133,0.001365,0.001407,0.00145,0.001492,0.001532,0.001569,0.001598,0.001617,0.001631,0.001651,0.001688,0.001749,0.001829,0.001924,0.002038,0.002183,0.002375,0.002617,0.002871,0.003139,0.003434,0.003758,0.004101,0.004455,0.004822,0.005205,0.005609,0.006038,0.006502,0.007011,0.007609,0.008376,0.009327,0.010116,0.010754,0.011363,0.012067,0.012951,0.014066,0.015432,0.017029,0.018794,0.020714,0.022811,0.025135,0.027722,0.030611,0.033837,0.037489,0.041778,0.04713,0.054123,0.06292,0.071754,0.080648,0.089969,0.099989,0.11087,0.122738,0.135733,0.149958,0.165438,0.182069,0.199388,0.216568,0.232724,0.24775,0.263024,0.278474,0.29402,0.309577,0.325056,0.341309,0.358374,0.376293,0.395108,0.414863,0.435606,0.457386,0.480256,0.504268,0.529482,0.555956,0.583754,0.612941,0.643589,0.675768
2085,0.002082,0.000175,0.000104,0.000086,0.00007,0.000059,0.000053,0.000049,0.000047,0.000047,0.000048,0.000053,0.000065,0.00009,0.000139,0.000216,0.00031,0.000416,0.000528,0.000635,0.000729,0.000809,0.000873,0.000929,0.000984,0.001042,0.0011,0.001155,0.001201,0.001239,0.001269,0.001293,0.00132,0.001355,0.001396,0.001439,0.00148,0.00152,0.001556,0.001585,0.001604,0.001617,0.001637,0.001674,0.001733,0.001812,0.001907,0.002019,0.002163,0.002354,0.002594,0.002846,0.003113,0.003404,0.003725,0.004064,0.004415,0.004778,0.005157,0.005556,0.00598,0.006439,0.006942,0.007537,0.008301,0.009253,0.010041,0.010677,0.011281,0.01198,0.012858,0.013965,0.015323,0.01691,0.018664,0.020572,0.022657,0.024966,0.027537,0.030408,0.033615,0.037243,0.041507,0.046834,0.053804,0.062581,0.071385,0.08024,0.089515,0.099484,0.110308,0.122115,0.135044,0.149196,0.164597,0.181142,0.198371,0.215464,0.231538,0.246488,0.261685,0.277057,0.292524,0.308002,0.323402,0.339573,0.356551,0.374379,0.393098,0.412753,0.43339,0.45506,0.477813,0.501703,0.526788,0.553128,0.580784,0.609824,0.640315,0.67233
2086,0.002049,0.000173,0.000103,0.000085,0.000069,0.000059,0.000052,0.000048,0.000046,0.000046,0.000048,0.000052,0.000064,0.000089,0.000137,0.000214,0.000307,0.000413,0.000524,0.00063,0.000724,0.000803,0.000867,0.000922,0.000977,0.001035,0.001092,0.001146,0.001192,0.00123,0.001259,0.001283,0.00131,0.001345,0.001385,0.001427,0.001468,0.001508,0.001544,0.001572,0.001591,0.001604,0.001623,0.001659,0.001718,0.001796,0.001889,0.002001,0.002144,0.002333,0.002572,0.002822,0.003086,0.003375,0.003693,0.004028,0.004375,0.004735,0.00511,0.005504,0.005923,0.006376,0.006875,0.007465,0.008228,0.00918,0.009967,0.0106,0.011201,0.011895,0.012766,0.013866,0.015215,0.016792,0.018536,0.020432,0.022504,0.0248,0.027355,0.030208,0.033394,0.037001,0.04124,0.046542,0.053489,0.062245,0.07102,0.079836,0.089065,0.098983,0.109752,0.121499,0.134362,0.148443,0.163765,0.180224,0.197365,0.214371,0.230364,0.245239,0.26036,0.275654,0.291043,0.306443,0.321766,0.337854,0.354747,0.372484,0.391108,0.410664,0.431197,0.452757,0.475394,0.499164,0.524122,0.550328,0.577845,0.606737,0.637074,0.668928
2087,0.002016,0.00017,0.000101,0.000083,0.000068,0.000058,0.000051,0.000048,0.000046,0.000046,0.000047,0.000051,0.000063,0.000088,0.000136,0.000212,0.000305,0.00041,0.00052,0.000626,0.000719,0.000797,0.00086,0.000915,0.00097,0.001027,0.001084,0.001138,0.001183,0.001221,0.00125,0.001273,0.0013,0.001334,0.001375,0.001416,0.001457,0.001496,0.001531,0.001559,0.001578,0.00159,0.001609,0.001645,0.001703,0.00178,0.001872,0.001983,0.002124,0.002313,0.00255,0.002799,0.00306,0.003346,0.00366,0.003993,0.004336,0.004692,0.005063,0.005453,0.005867,0.006315,0.006809,0.007395,0.008156,0.009108,0.009894,0.010524,0.011121,0.01181,0.012676,0.013768,0.015108,0.016675,0.018408,0.020293,0.022353,0.024635,0.027174,0.03001,0.033177,0.036761,0.040976,0.046253,0.053177,0.061913,0.070658,0.079436,0.08862,0.098487,0.109201,0.120889,0.133687,0.147697,0.162941,0.179316,0.196369,0.213289,0.229202,0.244002,0.259048,0.274265,0.289577,0.3049,0.320145,0.336153,0.35296,0.370608,0.389139,0.408596,0.429025,0.450477,0.473,0.49665,0.521483,0.547557,0.574935,0.603682,0.633866,0.665559
2088,0.001983,0.000168,0.0001,0.000082,0.000068,0.000057,0.000051,0.000047,0.000045,0.000045,0.000046,0.000051,0.000062,0.000087,0.000135,0.00021,0.000303,0.000407,0.000517,0.000621,0.000714,0.000791,0.000854,0.000908,0.000963,0.001019,0.001076,0.001129,0.001175,0.001212,0.00124,0.001263,0.00129,0.001324,0.001364,0.001405,0.001445,0.001484,0.001519,0.001547,0.001565,0.001577,0.001595,0.001631,0.001688,0.001764,0.001856,0.001965,0.002105,0.002292,0.002529,0.002775,0.003034,0.003318,0.003629,0.003958,0.004298,0.00465,0.005016,0.005402,0.005812,0.006254,0.006743,0.007325,0.008084,0.009037,0.009822,0.010449,0.011042,0.011726,0.012586,0.013672,0.015003,0.01656,0.018283,0.020157,0.022204,0.024472,0.026996,0.029815,0.032962,0.036524,0.040715,0.045968,0.052869,0.061584,0.0703,0.07904,0.088179,0.097996,0.108655,0.120284,0.133019,0.146958,0.162125,0.178417,0.195383,0.212218,0.228051,0.242778,0.257749,0.272891,0.288126,0.303373,0.318541,0.334468,0.351192,0.368751,0.387189,0.406548,0.426876,0.44822,0.470631,0.494162,0.51887,0.544814,0.572054,0.600657,0.63069,0.662225
2089,0.001951,0.000166,0.000099,0.000081,0.000067,0.000056,0.00005,0.000046,0.000045,0.000044,0.000046,0.00005,0.000061,0.000086,0.000133,0.000209,0.0003,0.000404,0.000513,0.000616,0.000708,0.000785,0.000848,0.000902,0.000956,0.001012,0.001068,0.001121,0.001166,0.001203,0.001231,0.001254,0.00128,0.001314,0.001353,0.001394,0.001434,0.001472,0.001507,0.001534,0.001552,0.001564,0.001582,0.001617,0.001673,0.001749,0.001839,0.001947,0.002086,0.002272,0.002507,0.002752,0.003009,0.003289,0.003597,0.003923,0.004259,0.004608,0.00497,0.005352,0.005757,0.006194,0.006678,0.007256,0.008013,0.008967,0.009751,0.010375,0.010964,0.011644,0.012498,0.013576,0.014899,0.016447,0.018159,0.020021,0.022057,0.024311,0.02682,0.029622,0.032749,0.03629,0.040457,0.045686,0.052564,0.061258,0.069945,0.078647,0.087742,0.097509,0.108115,0.119686,0.132358,0.146227,0.161318,0.177527,0.194408,0.211158,0.226913,0.241567,0.256463,0.27153,0.28669,0.30186,0.316953,0.332801,0.349441,0.366913,0.385259,0.404522,0.424748,0.445985,0.468285,0.491699,0.516284,0.542098,0.569203,0.597663,0.627546,0.658924
2090,0.00192,0.000164,0.000097,0.00008,0.000066,0.000056,0.000049,0.000046,0.000044,0.000044,0.000045,0.000049,0.00006,0.000085,0.000132,0.000207,0.000298,0.000401,0.000509,0.000612,0.000703,0.00078,0.000842,0.000895,0.000949,0.001004,0.00106,0.001112,0.001157,0.001194,0.001222,0.001244,0.00127,0.001304,0.001343,0.001383,0.001423,0.00146,0.001495,0.001521,0.001539,0.001551,0.001568,0.001603,0.001659,0.001733,0.001822,0.001929,0.002067,0.002252,0.002486,0.002729,0.002984,0.003261,0.003566,0.003889,0.004222,0.004566,0.004925,0.005302,0.005702,0.006135,0.006614,0.007188,0.007943,0.008897,0.00968,0.010302,0.010887,0.011562,0.01241,0.013482,0.014796,0.016334,0.018036,0.019887,0.021911,0.024152,0.026646,0.029431,0.032539,0.036059,0.040203,0.045407,0.052262,0.060936,0.069594,0.078259,0.087309,0.097028,0.107581,0.119094,0.131703,0.145504,0.160518,0.176646,0.193442,0.210108,0.225785,0.240367,0.25519,0.270183,0.285268,0.300363,0.315382,0.331151,0.347708,0.365094,0.383348,0.402516,0.422641,0.443774,0.465962,0.48926,0.513723,0.53941,0.56638,0.594699,0.624434,0.655656
2091,0.001889,0.000162,0.000096,0.000079,0.000065,0.000055,0.000049,0.000045,0.000043,0.000043,0.000044,0.000049,0.00006,0.000084,0.000131,0.000205,0.000296,0.000398,0.000505,0.000608,0.000698,0.000774,0.000835,0.000889,0.000942,0.000997,0.001052,0.001104,0.001149,0.001185,0.001213,0.001235,0.001261,0.001294,0.001333,0.001373,0.001411,0.001449,0.001483,0.001509,0.001526,0.001538,0.001555,0.001589,0.001644,0.001718,0.001806,0.001912,0.002049,0.002232,0.002465,0.002706,0.002959,0.003234,0.003535,0.003855,0.004184,0.004525,0.00488,0.005253,0.005649,0.006076,0.00655,0.007121,0.007874,0.008828,0.009611,0.01023,0.010811,0.011481,0.012324,0.013388,0.014694,0.016223,0.017914,0.019755,0.021767,0.023995,0.026474,0.029242,0.032332,0.03583,0.039951,0.045131,0.051964,0.060617,0.069247,0.077874,0.086881,0.096551,0.107051,0.118507,0.131055,0.144787,0.159727,0.175774,0.192486,0.209069,0.224669,0.23918,0.25393,0.268849,0.28386,0.298881,0.313825,0.329517,0.345993,0.363292,0.381457,0.40053,0.420556,0.441584,0.463663,0.486846,0.511189,0.536748,0.563585,0.591765,0.621353,0.652421
2092,0.001859,0.000159,0.000095,0.000078,0.000064,0.000054,0.000048,0.000045,0.000043,0.000043,0.000044,0.000048,0.000059,0.000083,0.000129,0.000203,0.000293,0.000395,0.000502,0.000603,0.000693,0.000768,0.000829,0.000882,0.000935,0.00099,0.001045,0.001096,0.00114,0.001176,0.001203,0.001226,0.001251,0.001284,0.001322,0.001362,0.0014,0.001437,0.001471,0.001497,0.001514,0.001525,0.001542,0.001575,0.00163,0.001703,0.00179,0.001894,0.00203,0.002213,0.002444,0.002684,0.002934,0.003206,0.003505,0.003821,0.004147,0.004485,0.004836,0.005205,0.005596,0.006019,0.006488,0.007054,0.007806,0.008761,0.009542,0.010158,0.010736,0.011401,0.012238,0.013296,0.014594,0.016113,0.017794,0.019624,0.021624,0.023839,0.026304,0.029055,0.032127,0.035604,0.039702,0.044859,0.05167,0.060301,0.068902,0.077493,0.086456,0.096078,0.106527,0.117927,0.130413,0.144078,0.158944,0.17491,0.191539,0.208041,0.223565,0.238005,0.252683,0.267529,0.282467,0.297414,0.312285,0.327899,0.344294,0.361509,0.379584,0.398563,0.418492,0.439416,0.461387,0.484456,0.508679,0.534113,0.560819,0.58886,0.618303,0.649218
