Probability of death for females by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2080,0.001855,0.000145,0.000085,0.000072,0.000062,0.000054,0.000048,0.000045,0.000042,0.000041,0.000043,0.000047,0.000054,0.000065,0.000083,0.000111,0.000142,0.000177,0.000213,0.000247,0.000278,0.000306,0.000332,0.000358,0.000382,0.000408,0.000436,0.000466,0.000498,0.000532,0.000569,0.000605,0.000640,0.000670,0.000695,0.000721,0.000751,0.000786,0.000821,0.000851,0.000875,0.000898,0.000930,0.000974,0.001032,0.001102,0.001181,0.001269,0.001374,0.001503,0.001658,0.001821,0.001996,0.002187,0.002398,0.002628,0.002873,0.003128,0.003389,0.003648,0.003901,0.004146,0.004401,0.004715,0.005164,0.005779,0.006341,0.006876,0.007465,0.008169,0.009023,0.010043,0.011220,0.012521,0.013909,0.015403,0.017056,0.018941,0.021113,0.023619,0.026505,0.029827,0.033694,0.038321,0.044061,0.051073,0.058206,0.065566,0.073515,0.082295,0.091965,0.102579,0.114278,0.127246,0.141513,0.156925,0.173121,0.189539,0.205779,0.221725,0.238131,0.254918,0.271996,0.289268,0.306624,0.325021,0.344522,0.365194,0.387105,0.410331,0.434951,0.461048,0.488711,0.514794,0.540534,0.567560,0.595938,0.625735,0.657022,0.689873
2081,0.001825,0.000143,0.000084,0.000071,0.000061,0.000053,0.000048,0.000044,0.000042,0.000041,0.000042,0.000046,0.000053,0.000064,0.000083,0.000110,0.000141,0.000175,0.000211,0.000245,0.000276,0.000304,0.000330,0.000355,0.000379,0.000405,0.000433,0.000463,0.000494,0.000528,0.000564,0.000600,0.000634,0.000664,0.000689,0.000715,0.000745,0.000779,0.000814,0.000843,0.000867,0.000890,0.000921,0.000965,0.001022,0.001091,0.001169,0.001257,0.001361,0.001489,0.001643,0.001805,0.001977,0.002167,0.002376,0.002603,0.002845,0.003098,0.003356,0.003613,0.003863,0.004105,0.004358,0.004670,0.005118,0.005735,0.006296,0.006829,0.007414,0.008113,0.008962,0.009976,0.011146,0.012439,0.013819,0.015304,0.016947,0.018822,0.020982,0.023473,0.026342,0.029645,0.033491,0.038097,0.043818,0.050813,0.057922,0.065251,0.073161,0.081899,0.091521,0.102083,0.113725,0.126632,0.140832,0.156174,0.172298,0.188648,0.204824,0.220710,0.237053,0.253774,0.270783,0.287981,0.305260,0.323576,0.342990,0.363570,0.385384,0.408507,0.433017,0.458998,0.486538,0.512122,0.537728,0.564615,0.592846,0.622488,0.653612,0.686293
2082,0.001795,0.000141,0.000083,0.000070,0.000060,0.000052,0.000047,0.000043,0.000041,0.000040,0.000042,0.000045,0.000052,0.000063,0.000082,0.000109,0.000140,0.000174,0.000210,0.000243,0.000274,0.000302,0.000327,0.000352,0.000376,0.000402,0.000429,0.000459,0.000491,0.000524,0.000560,0.000596,0.000629,0.000659,0.000684,0.000709,0.000738,0.000772,0.000807,0.000836,0.000859,0.000882,0.000913,0.000956,0.001013,0.001081,0.001158,0.001245,0.001348,0.001475,0.001628,0.001789,0.001959,0.002147,0.002354,0.002579,0.002818,0.003069,0.003324,0.003578,0.003825,0.004065,0.004315,0.004626,0.005074,0.005692,0.006252,0.006782,0.007364,0.008059,0.008902,0.009910,0.011073,0.012358,0.013730,0.015206,0.016840,0.018704,0.020852,0.023329,0.026181,0.029465,0.033290,0.037875,0.043578,0.050556,0.057641,0.064938,0.072812,0.081507,0.091082,0.101592,0.113179,0.126025,0.140158,0.155431,0.171484,0.187766,0.203878,0.219705,0.235987,0.252642,0.269583,0.286708,0.303911,0.322146,0.341474,0.361963,0.383681,0.406701,0.431103,0.456970,0.484388,0.509478,0.534952,0.561699,0.589784,0.619273,0.650237,0.682749
2083,0.001766,0.000140,0.000082,0.000070,0.000059,0.000052,0.000046,0.000043,0.000041,0.000040,0.000041,0.000045,0.000051,0.000063,0.000081,0.000108,0.000139,0.000173,0.000208,0.000242,0.000272,0.000299,0.000325,0.000350,0.000373,0.000399,0.000426,0.000456,0.000487,0.000520,0.000555,0.000591,0.000624,0.000653,0.000678,0.000703,0.000732,0.000765,0.000799,0.000828,0.000851,0.000874,0.000904,0.000947,0.001003,0.001071,0.001147,0.001233,0.001335,0.001461,0.001613,0.001772,0.001942,0.002127,0.002332,0.002555,0.002792,0.003039,0.003292,0.003543,0.003787,0.004024,0.004272,0.004582,0.005029,0.005648,0.006208,0.006736,0.007314,0.008005,0.008843,0.009844,0.011000,0.012278,0.013642,0.015110,0.016735,0.018588,0.020723,0.023186,0.026022,0.029287,0.033092,0.037657,0.043340,0.050301,0.057363,0.064629,0.072466,0.081118,0.090647,0.101106,0.112638,0.125423,0.139492,0.154695,0.170679,0.186893,0.202942,0.218711,0.234931,0.251522,0.268395,0.285449,0.302576,0.320730,0.339974,0.360372,0.381995,0.404915,0.429209,0.454962,0.482260,0.506860,0.532203,0.558813,0.586754,0.616091,0.646896,0.679241
2084,0.001738,0.000138,0.000081,0.000069,0.000058,0.000051,0.000046,0.000042,0.000040,0.000039,0.000040,0.000044,0.000051,0.000062,0.000080,0.000107,0.000138,0.000171,0.000207,0.000240,0.000270,0.000297,0.000322,0.000347,0.000371,0.000395,0.000423,0.000452,0.000483,0.000516,0.000551,0.000586,0.000619,0.000648,0.000672,0.000697,0.000726,0.000759,0.000792,0.000821,0.000843,0.000866,0.000896,0.000938,0.000994,0.001060,0.001136,0.001221,0.001322,0.001447,0.001598,0.001756,0.001924,0.002108,0.002311,0.002531,0.002765,0.003011,0.003261,0.003509,0.003751,0.003985,0.004231,0.004538,0.004986,0.005606,0.006165,0.006690,0.007265,0.007951,0.008784,0.009779,0.010928,0.012198,0.013555,0.015014,0.016630,0.018473,0.020596,0.023045,0.025864,0.029112,0.032896,0.037440,0.043105,0.050049,0.057087,0.064323,0.072123,0.080734,0.090217,0.100626,0.112103,0.124829,0.138832,0.153968,0.169882,0.186029,0.202016,0.217728,0.233887,0.250414,0.267219,0.284202,0.301254,0.319330,0.338489,0.358799,0.380327,0.403146,0.427335,0.452975,0.480154,0.504268,0.529482,0.555956,0.583754,0.612941,0.643589,0.675768
2085,0.001709,0.000136,0.000080,0.000068,0.000058,0.000050,0.000045,0.000042,0.000039,0.000039,0.000040,0.000043,0.000050,0.000061,0.000079,0.000106,0.000136,0.000170,0.000205,0.000238,0.000268,0.000295,0.000320,0.000344,0.000368,0.000392,0.000419,0.000448,0.000479,0.000512,0.000546,0.000581,0.000614,0.000642,0.000667,0.000691,0.000719,0.000752,0.000785,0.000814,0.000836,0.000858,0.000888,0.000930,0.000984,0.001050,0.001125,0.001209,0.001309,0.001433,0.001583,0.001741,0.001907,0.002089,0.002289,0.002507,0.002739,0.002982,0.003230,0.003475,0.003714,0.003946,0.004189,0.004495,0.004943,0.005563,0.006122,0.006645,0.007216,0.007898,0.008726,0.009715,0.010857,0.012120,0.013469,0.014920,0.016527,0.018359,0.020471,0.022906,0.025709,0.028938,0.032703,0.037227,0.042873,0.049800,0.056814,0.064020,0.071784,0.080354,0.089791,0.100150,0.111573,0.124240,0.138180,0.153248,0.169094,0.185174,0.201100,0.216754,0.232853,0.249317,0.266056,0.282968,0.299946,0.317943,0.337020,0.357241,0.378676,0.401396,0.425480,0.451009,0.477813,0.501703,0.526788,0.553128,0.580784,0.609824,0.640315,0.672330
2086,0.001682,0.000134,0.000079,0.000067,0.000057,0.000050,0.000044,0.000041,0.000039,0.000038,0.000039,0.000043,0.000049,0.000060,0.000078,0.000105,0.000135,0.000169,0.000203,0.000236,0.000266,0.000293,0.000318,0.000342,0.000365,0.000389,0.000416,0.000445,0.000475,0.000508,0.000542,0.000577,0.000609,0.000637,0.000661,0.000685,0.000713,0.000746,0.000779,0.000807,0.000828,0.000850,0.000880,0.000921,0.000975,0.001040,0.001114,0.001197,0.001297,0.001420,0.001569,0.001725,0.001889,0.002069,0.002268,0.002484,0.002714,0.002954,0.003199,0.003442,0.003678,0.003907,0.004148,0.004453,0.004900,0.005522,0.006080,0.006601,0.007168,0.007846,0.008668,0.009652,0.010787,0.012043,0.013384,0.014827,0.016425,0.018247,0.020347,0.022768,0.025555,0.028766,0.032511,0.037015,0.042644,0.049553,0.056544,0.063719,0.071448,0.079977,0.089369,0.099679,0.111049,0.123657,0.137534,0.152535,0.168314,0.184329,0.200194,0.215791,0.231830,0.248232,0.264904,0.281747,0.298652,0.316571,0.335566,0.355700,0.377042,0.399664,0.423644,0.449063,0.475394,0.499164,0.524122,0.550328,0.577845,0.606737,0.637074,0.668928
2087,0.001654,0.000132,0.000078,0.000066,0.000056,0.000049,0.000044,0.000040,0.000038,0.000038,0.000039,0.000042,0.000049,0.000060,0.000077,0.000104,0.000134,0.000167,0.000202,0.000234,0.000264,0.000290,0.000315,0.000339,0.000362,0.000386,0.000413,0.000442,0.000472,0.000503,0.000538,0.000572,0.000604,0.000632,0.000656,0.000679,0.000707,0.000739,0.000772,0.000799,0.000821,0.000842,0.000871,0.000912,0.000966,0.001030,0.001104,0.001186,0.001284,0.001407,0.001555,0.001709,0.001872,0.002051,0.002247,0.002461,0.002688,0.002926,0.003168,0.003409,0.003642,0.003869,0.004108,0.004411,0.004858,0.005481,0.006038,0.006557,0.007121,0.007794,0.008611,0.009589,0.010718,0.011966,0.013299,0.014735,0.016324,0.018136,0.020224,0.022632,0.025404,0.028597,0.032322,0.036807,0.042417,0.049309,0.056277,0.063422,0.071115,0.079604,0.088952,0.099213,0.110530,0.123081,0.136895,0.151830,0.167542,0.183492,0.199296,0.214838,0.230818,0.247157,0.263765,0.280539,0.297371,0.315214,0.334126,0.354174,0.375424,0.397950,0.421827,0.447136,0.473000,0.496650,0.521483,0.547557,0.574935,0.603682,0.633866,0.665559
2088,0.001628,0.000130,0.000077,0.000065,0.000055,0.000048,0.000043,0.000040,0.000038,0.000037,0.000038,0.000042,0.000048,0.000059,0.000077,0.000103,0.000133,0.000166,0.000200,0.000233,0.000262,0.000288,0.000313,0.000337,0.000359,0.000383,0.000410,0.000438,0.000468,0.000499,0.000533,0.000567,0.000599,0.000627,0.000650,0.000674,0.000701,0.000733,0.000765,0.000792,0.000814,0.000835,0.000863,0.000904,0.000957,0.001021,0.001093,0.001175,0.001272,0.001393,0.001541,0.001694,0.001856,0.002032,0.002227,0.002438,0.002663,0.002898,0.003138,0.003376,0.003607,0.003831,0.004068,0.004369,0.004816,0.005440,0.005997,0.006513,0.007074,0.007743,0.008555,0.009527,0.010649,0.011890,0.013216,0.014643,0.016224,0.018026,0.020102,0.022497,0.025254,0.028429,0.032136,0.036600,0.042192,0.049067,0.056012,0.063128,0.070786,0.079235,0.088539,0.098752,0.110016,0.122510,0.136263,0.151133,0.166778,0.182664,0.198408,0.213894,0.229816,0.246094,0.262637,0.279343,0.296103,0.313870,0.332702,0.352664,0.373824,0.396253,0.420028,0.445230,0.470631,0.494162,0.518870,0.544814,0.572054,0.600657,0.630690,0.662225
2089,0.001601,0.000129,0.000076,0.000064,0.000055,0.000048,0.000043,0.000039,0.000037,0.000037,0.000038,0.000041,0.000048,0.000058,0.000076,0.000102,0.000132,0.000165,0.000199,0.000231,0.000260,0.000286,0.000311,0.000334,0.000357,0.000381,0.000407,0.000435,0.000464,0.000496,0.000529,0.000563,0.000594,0.000622,0.000645,0.000668,0.000695,0.000726,0.000758,0.000785,0.000806,0.000827,0.000855,0.000896,0.000948,0.001011,0.001083,0.001163,0.001260,0.001380,0.001527,0.001679,0.001839,0.002014,0.002206,0.002416,0.002638,0.002871,0.003109,0.003344,0.003572,0.003794,0.004028,0.004328,0.004775,0.005399,0.005956,0.006470,0.007028,0.007692,0.008499,0.009465,0.010581,0.011815,0.013134,0.014553,0.016125,0.017917,0.019982,0.022364,0.025105,0.028263,0.031951,0.036397,0.041970,0.048828,0.055750,0.062837,0.070460,0.078870,0.088130,0.098296,0.109508,0.121946,0.135637,0.150443,0.166022,0.181844,0.197530,0.212960,0.228825,0.245042,0.261520,0.278159,0.294849,0.312540,0.331292,0.351170,0.372240,0.394574,0.418249,0.443343,0.468285,0.491699,0.516284,0.542098,0.569203,0.597663,0.627546,0.658924
2090,0.001575,0.000127,0.000075,0.000063,0.000054,0.000047,0.000042,0.000039,0.000037,0.000036,0.000037,0.000041,0.000047,0.000057,0.000075,0.000102,0.000131,0.000164,0.000197,0.000229,0.000258,0.000284,0.000308,0.000331,0.000354,0.000378,0.000403,0.000431,0.000461,0.000492,0.000525,0.000558,0.000589,0.000616,0.000639,0.000662,0.000689,0.000720,0.000752,0.000778,0.000799,0.000820,0.000848,0.000887,0.000939,0.001001,0.001072,0.001152,0.001248,0.001367,0.001513,0.001664,0.001823,0.001996,0.002186,0.002393,0.002614,0.002844,0.003079,0.003312,0.003538,0.003757,0.003989,0.004288,0.004734,0.005359,0.005916,0.006428,0.006982,0.007642,0.008444,0.009404,0.010514,0.011741,0.013052,0.014464,0.016027,0.017810,0.019864,0.022232,0.024959,0.028100,0.031769,0.036195,0.041750,0.048591,0.055490,0.062548,0.070137,0.078508,0.087725,0.097844,0.109005,0.121387,0.135018,0.149759,0.165274,0.181033,0.196660,0.212036,0.227844,0.244000,0.260415,0.276988,0.293607,0.311223,0.329897,0.349690,0.370672,0.392912,0.416487,0.441476,0.465962,0.489260,0.513723,0.539410,0.566380,0.594699,0.624434,0.655656
2091,0.001550,0.000125,0.000074,0.000063,0.000053,0.000046,0.000042,0.000038,0.000036,0.000036,0.000037,0.000040,0.000046,0.000057,0.000074,0.000101,0.000130,0.000162,0.000196,0.000227,0.000256,0.000282,0.000306,0.000329,0.000351,0.000375,0.000400,0.000428,0.000457,0.000488,0.000521,0.000554,0.000585,0.000611,0.000634,0.000657,0.000683,0.000714,0.000745,0.000771,0.000792,0.000812,0.000840,0.000879,0.000930,0.000992,0.001062,0.001141,0.001236,0.001355,0.001499,0.001649,0.001806,0.001978,0.002166,0.002371,0.002590,0.002818,0.003050,0.003281,0.003504,0.003721,0.003951,0.004248,0.004694,0.005320,0.005876,0.006385,0.006936,0.007592,0.008390,0.009344,0.010447,0.011667,0.012972,0.014376,0.015930,0.017704,0.019746,0.022102,0.024814,0.027938,0.031588,0.035996,0.041533,0.048357,0.055233,0.062262,0.069818,0.078150,0.087324,0.097397,0.108507,0.120834,0.134405,0.149083,0.164534,0.180231,0.195800,0.211122,0.226872,0.242970,0.259322,0.275828,0.292378,0.309920,0.328515,0.348226,0.369120,0.391267,0.414743,0.439628,0.463663,0.486846,0.511189,0.536748,0.563585,0.591765,0.621353,0.652421
2092,0.001525,0.000124,0.000073,0.000062,0.000052,0.000046,0.000041,0.000038,0.000036,0.000035,0.000036,0.000039,0.000046,0.000056,0.000073,0.000100,0.000129,0.000161,0.000194,0.000226,0.000254,0.000280,0.000304,0.000326,0.000349,0.000372,0.000397,0.000425,0.000453,0.000484,0.000516,0.000549,0.000580,0.000606,0.000629,0.000651,0.000678,0.000708,0.000739,0.000765,0.000785,0.000805,0.000832,0.000871,0.000921,0.000983,0.001052,0.001130,0.001224,0.001342,0.001486,0.001635,0.001790,0.001960,0.002147,0.002350,0.002566,0.002791,0.003022,0.003250,0.003470,0.003685,0.003913,0.004208,0.004654,0.005281,0.005836,0.006344,0.006891,0.007543,0.008336,0.009285,0.010382,0.011595,0.012892,0.014288,0.015835,0.017598,0.019630,0.021973,0.024670,0.027778,0.031410,0.035799,0.041318,0.048125,0.054979,0.061979,0.069501,0.077796,0.086928,0.096954,0.108015,0.120287,0.133799,0.148414,0.163801,0.179436,0.194948,0.210217,0.225911,0.241949,0.258239,0.274680,0.291161,0.308630,0.327148,0.346777,0.367584,0.389639,0.413017,0.437798,0.461387,0.484456,0.508679,0.534113,0.560819,0.588860,0.618303,0.649218
2093,0.001500,0.000122,0.000072,0.000061,0.000052,0.000045,0.000041,0.000037,0.000035,0.000035,0.000036,0.000039,0.000045,0.000055,0.000073,0.000099,0.000128,0.000160,0.000193,0.000224,0.000252,0.000278,0.000301,0.000324,0.000346,0.000369,0.000394,0.000421,0.000450,0.000480,0.000512,0.000545,0.000575,0.000601,0.000624,0.000646,0.000672,0.000702,0.000732,0.000758,0.000778,0.000798,0.000825,0.000863,0.000913,0.000973,0.001042,0.001119,0.001213,0.001330,0.001472,0.001620,0.001774,0.001942,0.002127,0.002328,0.002542,0.002765,0.002993,0.003219,0.003437,0.003649,0.003875,0.004169,0.004614,0.005242,0.005797,0.006302,0.006847,0.007495,0.008283,0.009226,0.010317,0.011523,0.012813,0.014202,0.015740,0.017495,0.019516,0.021846,0.024529,0.027620,0.031234,0.035604,0.041106,0.047895,0.054727,0.061699,0.069188,0.077445,0.086535,0.096516,0.107527,0.119745,0.133198,0.147752,0.163076,0.178650,0.194105,0.209321,0.224960,0.240939,0.257168,0.273544,0.289957,0.307354,0.325795,0.345343,0.366063,0.388027,0.411309,0.435987,0.459134,0.482090,0.506195,0.531505,0.558080,0.585984,0.615283,0.646047
2094,0.001476,0.000120,0.000071,0.000060,0.000051,0.000045,0.000040,0.000037,0.000035,0.000034,0.000035,0.000038,0.000044,0.000055,0.000072,0.000098,0.000127,0.000159,0.000191,0.000222,0.000250,0.000275,0.000299,0.000322,0.000343,0.000366,0.000391,0.000418,0.000446,0.000476,0.000508,0.000540,0.000570,0.000597,0.000618,0.000640,0.000666,0.000696,0.000726,0.000751,0.000771,0.000790,0.000817,0.000855,0.000904,0.000964,0.001032,0.001109,0.001201,0.001317,0.001459,0.001606,0.001759,0.001925,0.002108,0.002307,0.002518,0.002740,0.002965,0.003189,0.003404,0.003614,0.003838,0.004130,0.004576,0.005204,0.005758,0.006262,0.006803,0.007446,0.008230,0.009168,0.010252,0.011452,0.012735,0.014116,0.015647,0.017392,0.019402,0.021720,0.024389,0.027463,0.031060,0.035412,0.040896,0.047668,0.054477,0.061422,0.068878,0.077097,0.086146,0.096082,0.107044,0.119209,0.132604,0.147097,0.162359,0.177872,0.193271,0.208434,0.224018,0.239940,0.256107,0.272419,0.288764,0.306090,0.324456,0.343923,0.364558,0.386432,0.409618,0.434195,0.456903,0.479748,0.503735,0.528922,0.555368,0.583137,0.612294,0.642908
2095,0.001452,0.000119,0.000070,0.000059,0.000050,0.000044,0.000039,0.000036,0.000034,0.000034,0.000035,0.000038,0.000044,0.000054,0.000071,0.000097,0.000126,0.000157,0.000190,0.000221,0.000248,0.000273,0.000297,0.000319,0.000341,0.000363,0.000388,0.000415,0.000443,0.000473,0.000504,0.000536,0.000566,0.000592,0.000613,0.000635,0.000660,0.000690,0.000719,0.000745,0.000764,0.000783,0.000810,0.000847,0.000896,0.000955,0.001022,0.001098,0.001190,0.001305,0.001446,0.001592,0.001743,0.001908,0.002089,0.002286,0.002495,0.002714,0.002938,0.003158,0.003372,0.003579,0.003801,0.004092,0.004537,0.005166,0.005720,0.006221,0.006759,0.007399,0.008178,0.009110,0.010189,0.011382,0.012658,0.014032,0.015554,0.017290,0.019290,0.021596,0.024250,0.027309,0.030888,0.035222,0.040688,0.047443,0.054230,0.061147,0.068570,0.076753,0.085761,0.095653,0.106566,0.118678,0.132016,0.146448,0.161649,0.177102,0.192445,0.207556,0.223086,0.238950,0.255058,0.271306,0.287584,0.304839,0.323130,0.342518,0.363069,0.384853,0.407944,0.432421,0.454694,0.477429,0.501301,0.526366,0.552684,0.580318,0.609334,0.639801
2096,0.001428,0.000117,0.000069,0.000059,0.000050,0.000043,0.000039,0.000036,0.000034,0.000033,0.000034,0.000037,0.000043,0.000053,0.000070,0.000096,0.000125,0.000156,0.000188,0.000219,0.000246,0.000271,0.000295,0.000317,0.000338,0.000361,0.000385,0.000412,0.000439,0.000469,0.000500,0.000532,0.000561,0.000587,0.000608,0.000630,0.000655,0.000684,0.000713,0.000738,0.000757,0.000776,0.000802,0.000839,0.000888,0.000946,0.001013,0.001088,0.001179,0.001293,0.001433,0.001578,0.001728,0.001891,0.002070,0.002265,0.002472,0.002689,0.002910,0.003129,0.003340,0.003545,0.003765,0.004054,0.004499,0.005129,0.005682,0.006181,0.006716,0.007352,0.008126,0.009053,0.010126,0.011312,0.012582,0.013948,0.015462,0.017189,0.019179,0.021473,0.024113,0.027156,0.030717,0.035033,0.040483,0.047220,0.053985,0.060875,0.068266,0.076412,0.085380,0.095227,0.106093,0.118153,0.131434,0.145806,0.160946,0.176340,0.191628,0.206688,0.222163,0.237971,0.254019,0.270204,0.286416,0.303601,0.321817,0.341126,0.361594,0.383290,0.406287,0.430664,0.452508,0.475133,0.498890,0.523834,0.550026,0.577527,0.606404,0.636724
2097,0.001405,0.000116,0.000068,0.000058,0.000049,0.000043,0.000038,0.000035,0.000034,0.000033,0.000034,0.000037,0.000043,0.000053,0.000070,0.000096,0.000124,0.000155,0.000187,0.000217,0.000245,0.000269,0.000292,0.000314,0.000336,0.000358,0.000382,0.000408,0.000436,0.000465,0.000496,0.000528,0.000557,0.000582,0.000603,0.000625,0.000649,0.000678,0.000707,0.000732,0.000750,0.000769,0.000795,0.000832,0.000879,0.000937,0.001003,0.001077,0.001167,0.001281,0.001420,0.001564,0.001713,0.001874,0.002051,0.002244,0.002450,0.002664,0.002883,0.003099,0.003308,0.003511,0.003729,0.004017,0.004461,0.005092,0.005644,0.006142,0.006673,0.007305,0.008075,0.008997,0.010063,0.011244,0.012506,0.013866,0.015372,0.017090,0.019069,0.021351,0.023978,0.027005,0.030549,0.034847,0.040279,0.047000,0.053742,0.060605,0.067965,0.076075,0.085003,0.094807,0.105625,0.117633,0.130858,0.145171,0.160250,0.175586,0.190819,0.205828,0.221249,0.237001,0.252990,0.269113,0.285260,0.302376,0.320518,0.339749,0.360134,0.381742,0.404647,0.428898,0.450343,0.472860,0.496503,0.521328,0.547395,0.574765,0.603503,0.633678
2098,0.001383,0.000114,0.000067,0.000057,0.000049,0.000042,0.000038,0.000035,0.000033,0.000032,0.000033,0.000036,0.000042,0.000052,0.000069,0.000095,0.000123,0.000154,0.000186,0.000216,0.000243,0.000267,0.000290,0.000312,0.000333,0.000355,0.000379,0.000405,0.000433,0.000461,0.000492,0.000523,0.000552,0.000577,0.000598,0.000619,0.000644,0.000672,0.000701,0.000725,0.000744,0.000762,0.000788,0.000824,0.000871,0.000929,0.000993,0.001067,0.001156,0.001269,0.001408,0.001550,0.001698,0.001857,0.002033,0.002224,0.002427,0.002640,0.002856,0.003070,0.003277,0.003478,0.003693,0.003980,0.004424,0.005056,0.005607,0.006103,0.006631,0.007259,0.008025,0.008941,0.010002,0.011176,0.012431,0.013784,0.015282,0.016991,0.018961,0.021231,0.023844,0.026856,0.030383,0.034663,0.040078,0.046781,0.053502,0.060338,0.067666,0.075741,0.084629,0.094390,0.105161,0.117118,0.130288,0.144542,0.159561,0.174839,0.190018,0.204977,0.220345,0.236041,0.251972,0.268033,0.284115,0.301162,0.319232,0.338386,0.358689,0.380210,0.403023,0.426857,0.448200,0.470610,0.494140,0.518847,0.544790,0.572029,0.600630,0.630662
2099,0.001360,0.000113,0.000066,0.000056,0.000048,0.000042,0.000037,0.000034,0.000033,0.000032,0.000033,0.000036,0.000042,0.000052,0.000068,0.000094,0.000122,0.000153,0.000184,0.000214,0.000241,0.000265,0.000288,0.000310,0.000331,0.000352,0.000376,0.000402,0.000429,0.000458,0.000488,0.000519,0.000548,0.000573,0.000593,0.000614,0.000638,0.000666,0.000695,0.000719,0.000737,0.000756,0.000781,0.000816,0.000863,0.000920,0.000984,0.001057,0.001145,0.001257,0.001395,0.001537,0.001683,0.001841,0.002015,0.002204,0.002405,0.002615,0.002830,0.003042,0.003246,0.003444,0.003658,0.003944,0.004387,0.005020,0.005570,0.006064,0.006589,0.007214,0.007975,0.008886,0.009941,0.011108,0.012357,0.013703,0.015194,0.016894,0.018853,0.021112,0.023711,0.026708,0.030218,0.034482,0.039879,0.046565,0.053264,0.060074,0.067370,0.075410,0.084259,0.093977,0.104702,0.116608,0.129723,0.143919,0.158880,0.174100,0.189225,0.204134,0.219450,0.235091,0.250964,0.266964,0.282982,0.299961,0.317959,0.337036,0.357259,0.378694,0.401416,0.424836,0.446078,0.468381,0.491801,0.516391,0.542210,0.569321,0.597787,0.627676
2100,0.001338,0.000111,0.000065,0.000056,0.000047,0.000041,0.000037,0.000034,0.000032,0.000032,0.000032,0.000035,0.000041,0.000051,0.000068,0.000093,0.000121,0.000151,0.000183,0.000212,0.000239,0.000263,0.000286,0.000307,0.000328,0.000350,0.000373,0.000399,0.000426,0.000454,0.000485,0.000515,0.000543,0.000568,0.000588,0.000609,0.000633,0.000661,0.000689,0.000712,0.000731,0.000749,0.000773,0.000809,0.000855,0.000911,0.000975,0.001047,0.001135,0.001246,0.001383,0.001523,0.001668,0.001825,0.001997,0.002184,0.002383,0.002591,0.002804,0.003013,0.003216,0.003412,0.003623,0.003908,0.004351,0.004984,0.005534,0.006025,0.006548,0.007169,0.007925,0.008832,0.009880,0.011042,0.012284,0.013623,0.015106,0.016798,0.018747,0.020994,0.023580,0.026562,0.030056,0.034302,0.039682,0.046351,0.053029,0.059812,0.067078,0.075082,0.083893,0.093569,0.104248,0.116104,0.129164,0.143303,0.158205,0.173368,0.188441,0.203300,0.218564,0.234151,0.249966,0.265906,0.281860,0.298772,0.316698,0.335700,0.355842,0.377193,0.399824,0.422835,0.443977,0.466175,0.489484,0.513958,0.539656,0.566639,0.594971,0.624720
