Probability of death for females by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2058,0.002664,0.000196,0.000115,0.000097,0.000083,0.000072,0.000065,0.000060,0.000057,0.000056,0.000058,0.000063,0.000072,0.000086,0.000106,0.000135,0.000170,0.000210,0.000252,0.000293,0.000329,0.000362,0.000393,0.000423,0.000453,0.000484,0.000518,0.000555,0.000594,0.000635,0.000680,0.000725,0.000768,0.000805,0.000838,0.000871,0.000910,0.000954,0.001000,0.001039,0.001071,0.001103,0.001144,0.001202,0.001276,0.001365,0.001465,0.001577,0.001707,0.001861,0.002041,0.002238,0.002454,0.002695,0.002962,0.003253,0.003562,0.003885,0.004216,0.004546,0.004871,0.005187,0.005504,0.005859,0.006310,0.006893,0.007465,0.008059,0.008742,0.009563,0.010556,0.011736,0.013093,0.014590,0.016183,0.017895,0.019789,0.021950,0.024443,0.027324,0.030647,0.034467,0.038872,0.044023,0.050205,0.057575,0.065266,0.073398,0.082291,0.092155,0.103025,0.114945,0.128063,0.142576,0.158513,0.175684,0.193658,0.211793,0.229620,0.247034,0.264986,0.283403,0.302202,0.321291,0.340569,0.361003,0.382663,0.405623,0.429960,0.455758,0.483104,0.512090,0.542815,0.575384,0.609907,0.640632,0.672664,0.706297,0.741612,0.778693
2059,0.002620,0.000194,0.000114,0.000096,0.000082,0.000071,0.000064,0.000059,0.000057,0.000056,0.000057,0.000062,0.000071,0.000085,0.000105,0.000134,0.000168,0.000208,0.000250,0.000290,0.000327,0.000359,0.000390,0.000420,0.000449,0.000480,0.000514,0.000550,0.000589,0.000630,0.000675,0.000719,0.000761,0.000798,0.000830,0.000863,0.000902,0.000946,0.000991,0.001030,0.001061,0.001092,0.001133,0.001190,0.001263,0.001351,0.001451,0.001561,0.001690,0.001842,0.002022,0.002217,0.002430,0.002669,0.002933,0.003221,0.003527,0.003846,0.004173,0.004500,0.004821,0.005133,0.005448,0.005800,0.006251,0.006835,0.007407,0.007998,0.008676,0.009492,0.010477,0.011649,0.012997,0.014484,0.016067,0.017767,0.019648,0.021795,0.024271,0.027133,0.030433,0.034227,0.038604,0.043727,0.049889,0.057244,0.064908,0.073002,0.081846,0.091654,0.102463,0.114316,0.127362,0.141796,0.157648,0.174729,0.192613,0.210662,0.228409,0.245749,0.263623,0.281957,0.300670,0.319667,0.338847,0.359178,0.380729,0.403572,0.427787,0.453454,0.480661,0.509501,0.540071,0.572475,0.606609,0.636940,0.668787,0.702226,0.737337,0.774204
2060,0.002578,0.000191,0.000112,0.000095,0.000081,0.000070,0.000063,0.000059,0.000056,0.000055,0.000057,0.000062,0.000070,0.000084,0.000104,0.000133,0.000167,0.000206,0.000248,0.000288,0.000324,0.000357,0.000387,0.000417,0.000446,0.000476,0.000510,0.000546,0.000584,0.000625,0.000669,0.000713,0.000755,0.000792,0.000823,0.000856,0.000894,0.000937,0.000982,0.001020,0.001051,0.001082,0.001123,0.001179,0.001251,0.001338,0.001436,0.001546,0.001673,0.001824,0.002002,0.002196,0.002407,0.002643,0.002905,0.003189,0.003492,0.003808,0.004131,0.004454,0.004772,0.005080,0.005391,0.005742,0.006193,0.006779,0.007350,0.007938,0.008611,0.009421,0.010400,0.011563,0.012902,0.014379,0.015951,0.017640,0.019509,0.021642,0.024102,0.026944,0.030221,0.033990,0.038339,0.043436,0.049576,0.056916,0.064554,0.072609,0.081406,0.091159,0.101907,0.113695,0.126669,0.141025,0.156793,0.173785,0.191580,0.209543,0.227211,0.244477,0.262274,0.280528,0.299154,0.318060,0.337144,0.357372,0.378815,0.401544,0.425636,0.451175,0.478245,0.506940,0.537356,0.569597,0.603128,0.633285,0.664949,0.698196,0.733106,0.769761
2061,0.002535,0.000188,0.000110,0.000094,0.000079,0.000069,0.000062,0.000058,0.000055,0.000054,0.000056,0.000061,0.000069,0.000083,0.000102,0.000131,0.000166,0.000205,0.000246,0.000286,0.000322,0.000354,0.000384,0.000414,0.000442,0.000473,0.000506,0.000542,0.000580,0.000620,0.000664,0.000707,0.000749,0.000785,0.000816,0.000849,0.000886,0.000929,0.000973,0.001011,0.001041,0.001072,0.001112,0.001168,0.001239,0.001325,0.001422,0.001531,0.001657,0.001807,0.001983,0.002175,0.002384,0.002618,0.002877,0.003158,0.003457,0.003770,0.004090,0.004409,0.004723,0.005028,0.005336,0.005684,0.006135,0.006723,0.007294,0.007879,0.008547,0.009351,0.010323,0.011478,0.012808,0.014275,0.015837,0.017515,0.019372,0.021491,0.023934,0.026758,0.030012,0.033756,0.038077,0.043148,0.049268,0.056592,0.064204,0.072221,0.080971,0.090670,0.101358,0.113080,0.125983,0.140262,0.155947,0.172852,0.190558,0.208436,0.226025,0.243220,0.260940,0.279113,0.297654,0.316470,0.335459,0.355586,0.376921,0.399537,0.423509,0.448919,0.475855,0.504406,0.534670,0.566750,0.599683,0.629667,0.661151,0.694208,0.728918,0.765364
2062,0.002494,0.000186,0.000109,0.000092,0.000078,0.000068,0.000062,0.000057,0.000054,0.000053,0.000055,0.000060,0.000068,0.000081,0.000101,0.000130,0.000164,0.000203,0.000245,0.000284,0.000319,0.000351,0.000381,0.000410,0.000439,0.000469,0.000502,0.000538,0.000575,0.000615,0.000658,0.000702,0.000742,0.000778,0.000809,0.000841,0.000878,0.000921,0.000964,0.001002,0.001032,0.001062,0.001101,0.001156,0.001227,0.001312,0.001408,0.001515,0.001640,0.001789,0.001964,0.002154,0.002362,0.002593,0.002849,0.003127,0.003423,0.003732,0.004049,0.004365,0.004675,0.004976,0.005281,0.005627,0.006078,0.006668,0.007238,0.007820,0.008484,0.009282,0.010247,0.011394,0.012715,0.014173,0.015724,0.017391,0.019236,0.021341,0.023769,0.026573,0.029806,0.033524,0.037819,0.042865,0.048963,0.056272,0.063857,0.071837,0.080540,0.090186,0.100814,0.112472,0.125305,0.139508,0.155110,0.171929,0.189548,0.207341,0.224853,0.241976,0.259621,0.277714,0.296171,0.314898,0.333791,0.353819,0.375048,0.397551,0.421404,0.446688,0.473490,0.501899,0.532013,0.563934,0.596273,0.626087,0.657391,0.690261,0.724774,0.761012
2063,0.002453,0.000183,0.000107,0.000091,0.000077,0.000067,0.000061,0.000056,0.000053,0.000053,0.000054,0.000059,0.000067,0.000080,0.000100,0.000129,0.000163,0.000202,0.000243,0.000282,0.000317,0.000349,0.000378,0.000407,0.000436,0.000465,0.000498,0.000533,0.000571,0.000610,0.000653,0.000696,0.000736,0.000772,0.000803,0.000834,0.000871,0.000913,0.000956,0.000993,0.001022,0.001052,0.001091,0.001145,0.001215,0.001299,0.001394,0.001500,0.001624,0.001771,0.001945,0.002134,0.002339,0.002568,0.002821,0.003096,0.003389,0.003695,0.004008,0.004321,0.004627,0.004925,0.005227,0.005571,0.006022,0.006614,0.007184,0.007763,0.008422,0.009214,0.010172,0.011312,0.012624,0.014071,0.015613,0.017269,0.019102,0.021194,0.023606,0.026392,0.029603,0.033296,0.037564,0.042584,0.048662,0.055955,0.063514,0.071456,0.080114,0.089707,0.100277,0.111870,0.124634,0.138761,0.154283,0.171016,0.188548,0.206258,0.223693,0.240745,0.258315,0.276329,0.294703,0.313341,0.332142,0.352070,0.373195,0.395586,0.419322,0.444481,0.471150,0.499419,0.529384,0.561147,0.592898,0.622543,0.653670,0.686354,0.720672,0.756705
2064,0.002413,0.000181,0.000106,0.000090,0.000076,0.000067,0.000060,0.000055,0.000053,0.000052,0.000053,0.000058,0.000067,0.000079,0.000099,0.000128,0.000162,0.000200,0.000241,0.000279,0.000314,0.000346,0.000376,0.000404,0.000432,0.000462,0.000494,0.000529,0.000566,0.000605,0.000648,0.000690,0.000730,0.000765,0.000796,0.000827,0.000863,0.000905,0.000947,0.000984,0.001013,0.001042,0.001081,0.001134,0.001203,0.001287,0.001381,0.001486,0.001608,0.001754,0.001927,0.002114,0.002317,0.002543,0.002794,0.003066,0.003356,0.003659,0.003968,0.004277,0.004580,0.004875,0.005173,0.005516,0.005967,0.006560,0.007129,0.007705,0.008360,0.009147,0.010098,0.011230,0.012533,0.013971,0.015503,0.017149,0.018970,0.021048,0.023444,0.026212,0.029402,0.033071,0.037313,0.042308,0.048365,0.055642,0.063175,0.071080,0.079692,0.089233,0.099745,0.111275,0.123971,0.138024,0.153464,0.170113,0.187559,0.205187,0.222546,0.239527,0.257024,0.274960,0.293250,0.311802,0.330510,0.350341,0.371361,0.393643,0.417261,0.442297,0.468835,0.496965,0.526783,0.558390,0.589558,0.619036,0.649988,0.682487,0.716612,0.752442
2065,0.002374,0.000178,0.000105,0.000089,0.000075,0.000066,0.000059,0.000055,0.000052,0.000051,0.000053,0.000057,0.000066,0.000078,0.000098,0.000127,0.000160,0.000198,0.000239,0.000277,0.000312,0.000343,0.000373,0.000401,0.000429,0.000458,0.000490,0.000525,0.000561,0.000600,0.000642,0.000684,0.000724,0.000759,0.000789,0.000820,0.000855,0.000897,0.000939,0.000975,0.001004,0.001032,0.001071,0.001124,0.001192,0.001274,0.001367,0.001471,0.001592,0.001737,0.001909,0.002094,0.002295,0.002519,0.002767,0.003036,0.003323,0.003622,0.003929,0.004234,0.004534,0.004825,0.005121,0.005461,0.005912,0.006507,0.007076,0.007649,0.008299,0.009080,0.010025,0.011149,0.012444,0.013872,0.015394,0.017030,0.018839,0.020904,0.023285,0.026035,0.029203,0.032848,0.037064,0.042034,0.048071,0.055332,0.062839,0.070708,0.079275,0.088764,0.099218,0.110687,0.123314,0.137294,0.152655,0.169219,0.186582,0.204128,0.221411,0.238323,0.255746,0.273604,0.291814,0.310279,0.328895,0.348629,0.369547,0.391720,0.415223,0.440136,0.466544,0.494537,0.524209,0.555662,0.586252,0.615565,0.646343,0.678660,0.712593,0.748223
2066,0.002335,0.000176,0.000103,0.000087,0.000074,0.000065,0.000058,0.000054,0.000051,0.000050,0.000052,0.000057,0.000065,0.000077,0.000097,0.000126,0.000159,0.000197,0.000237,0.000275,0.000310,0.000341,0.000370,0.000398,0.000426,0.000455,0.000486,0.000521,0.000557,0.000596,0.000637,0.000679,0.000718,0.000753,0.000782,0.000813,0.000848,0.000889,0.000930,0.000966,0.000994,0.001023,0.001060,0.001113,0.001180,0.001262,0.001354,0.001456,0.001576,0.001720,0.001891,0.002074,0.002273,0.002495,0.002740,0.003007,0.003290,0.003587,0.003890,0.004192,0.004488,0.004776,0.005068,0.005407,0.005858,0.006454,0.007023,0.007593,0.008239,0.009014,0.009952,0.011069,0.012355,0.013775,0.015287,0.016912,0.018710,0.020762,0.023128,0.025859,0.029007,0.032629,0.036819,0.041765,0.047781,0.055026,0.062507,0.070340,0.078862,0.088300,0.098698,0.110104,0.122665,0.136572,0.151854,0.168336,0.185614,0.203080,0.220289,0.237132,0.254482,0.272264,0.290392,0.308772,0.327298,0.346936,0.367752,0.389817,0.413206,0.437998,0.464278,0.492135,0.521663,0.552963,0.582980,0.612129,0.642736,0.674872,0.708616,0.744047
2067,0.002297,0.000174,0.000102,0.000086,0.000073,0.000064,0.000058,0.000053,0.000051,0.000050,0.000051,0.000056,0.000064,0.000077,0.000096,0.000125,0.000158,0.000195,0.000235,0.000273,0.000307,0.000338,0.000367,0.000395,0.000422,0.000451,0.000483,0.000517,0.000553,0.000591,0.000632,0.000673,0.000712,0.000746,0.000776,0.000806,0.000841,0.000881,0.000922,0.000957,0.000985,0.001013,0.001050,0.001102,0.001169,0.001250,0.001340,0.001442,0.001561,0.001704,0.001873,0.002055,0.002252,0.002471,0.002714,0.002977,0.003258,0.003551,0.003851,0.004150,0.004443,0.004727,0.005017,0.005354,0.005804,0.006402,0.006970,0.007538,0.008179,0.008949,0.009881,0.010990,0.012268,0.013678,0.015181,0.016796,0.018583,0.020622,0.022972,0.025686,0.028814,0.032412,0.036577,0.041498,0.047494,0.054723,0.062179,0.069975,0.078454,0.087841,0.098183,0.109529,0.122023,0.135858,0.151062,0.167462,0.184658,0.202043,0.219178,0.235953,0.253231,0.270937,0.288986,0.307280,0.325717,0.345260,0.365976,0.387934,0.411211,0.435883,0.462036,0.489758,0.519144,0.550292,0.579742,0.608729,0.639165,0.671123,0.704679,0.739913
2068,0.002259,0.000171,0.000100,0.000085,0.000072,0.000063,0.000057,0.000052,0.000050,0.000049,0.000050,0.000055,0.000063,0.000076,0.000095,0.000123,0.000156,0.000194,0.000233,0.000271,0.000305,0.000336,0.000364,0.000392,0.000419,0.000448,0.000479,0.000513,0.000548,0.000586,0.000627,0.000668,0.000706,0.000740,0.000769,0.000799,0.000833,0.000873,0.000914,0.000949,0.000976,0.001004,0.001041,0.001092,0.001158,0.001237,0.001327,0.001428,0.001546,0.001687,0.001855,0.002036,0.002231,0.002448,0.002688,0.002949,0.003226,0.003516,0.003813,0.004108,0.004398,0.004679,0.004966,0.005301,0.005751,0.006351,0.006918,0.007483,0.008120,0.008885,0.009810,0.010912,0.012182,0.013583,0.015076,0.016681,0.018457,0.020483,0.022819,0.025516,0.028623,0.032198,0.036338,0.041235,0.047211,0.054424,0.061854,0.069615,0.078050,0.087387,0.097674,0.108959,0.121388,0.135152,0.150279,0.166598,0.183712,0.201018,0.218080,0.234787,0.251994,0.269625,0.287594,0.305805,0.324153,0.343603,0.364219,0.386072,0.409236,0.433790,0.459818,0.487407,0.516651,0.547650,0.576536,0.605363,0.635631,0.667413,0.700783,0.735823
2069,0.002222,0.000169,0.000099,0.000084,0.000071,0.000062,0.000056,0.000052,0.000049,0.000048,0.000050,0.000054,0.000062,0.000075,0.000094,0.000122,0.000155,0.000192,0.000232,0.000269,0.000303,0.000333,0.000361,0.000389,0.000416,0.000444,0.000475,0.000509,0.000544,0.000581,0.000622,0.000662,0.000700,0.000734,0.000763,0.000792,0.000826,0.000865,0.000905,0.000940,0.000967,0.000995,0.001031,0.001081,0.001147,0.001225,0.001314,0.001414,0.001530,0.001671,0.001838,0.002017,0.002210,0.002425,0.002662,0.002920,0.003195,0.003482,0.003775,0.004068,0.004354,0.004632,0.004916,0.005249,0.005699,0.006300,0.006867,0.007430,0.008062,0.008821,0.009740,0.010835,0.012096,0.013488,0.014972,0.016567,0.018332,0.020346,0.022667,0.025347,0.028434,0.031987,0.036103,0.040975,0.046931,0.054127,0.061532,0.069258,0.077650,0.086938,0.097170,0.108395,0.120760,0.134453,0.149504,0.165743,0.182775,0.200004,0.216993,0.233633,0.250770,0.268327,0.286217,0.304345,0.322606,0.341963,0.362480,0.384229,0.407283,0.431720,0.457623,0.485080,0.514185,0.545036,0.573364,0.602032,0.632133,0.663740,0.696927,0.731774
2070,0.002186,0.000167,0.000098,0.000083,0.000070,0.000061,0.000055,0.000051,0.000048,0.000048,0.000049,0.000053,0.000061,0.000074,0.000093,0.000121,0.000154,0.000191,0.000230,0.000267,0.000300,0.000330,0.000359,0.000386,0.000413,0.000441,0.000471,0.000505,0.000540,0.000577,0.000617,0.000657,0.000695,0.000728,0.000756,0.000785,0.000819,0.000858,0.000897,0.000931,0.000958,0.000985,0.001021,0.001071,0.001136,0.001214,0.001301,0.001400,0.001515,0.001655,0.001820,0.001998,0.002189,0.002402,0.002637,0.002892,0.003164,0.003448,0.003738,0.004027,0.004310,0.004585,0.004866,0.005197,0.005647,0.006250,0.006816,0.007376,0.008005,0.008759,0.009671,0.010759,0.012012,0.013395,0.014870,0.016455,0.018209,0.020211,0.022517,0.025180,0.028248,0.031778,0.035870,0.040719,0.046654,0.053834,0.061214,0.068905,0.077254,0.086493,0.096671,0.107838,0.120138,0.133762,0.148738,0.164897,0.181850,0.199000,0.215918,0.232492,0.249559,0.267042,0.284855,0.302901,0.321075,0.340340,0.360760,0.382406,0.405350,0.429671,0.455451,0.482778,0.511745,0.542450,0.570224,0.598735,0.628672,0.660105,0.693110,0.727766
2071,0.002151,0.000164,0.000096,0.000082,0.000069,0.000061,0.000054,0.000050,0.000048,0.000047,0.000048,0.000053,0.000060,0.000073,0.000092,0.000120,0.000153,0.000189,0.000228,0.000265,0.000298,0.000328,0.000356,0.000383,0.000410,0.000437,0.000468,0.000501,0.000535,0.000572,0.000612,0.000651,0.000689,0.000722,0.000750,0.000779,0.000812,0.000850,0.000889,0.000923,0.000950,0.000976,0.001012,0.001061,0.001125,0.001202,0.001289,0.001386,0.001501,0.001639,0.001803,0.001979,0.002169,0.002379,0.002612,0.002864,0.003133,0.003414,0.003701,0.003987,0.004267,0.004538,0.004817,0.005146,0.005596,0.006200,0.006766,0.007324,0.007948,0.008696,0.009603,0.010683,0.011929,0.013303,0.014769,0.016344,0.018088,0.020077,0.022369,0.025015,0.028064,0.031572,0.035640,0.040466,0.046381,0.053544,0.060899,0.068555,0.076862,0.086053,0.096178,0.107286,0.119524,0.133078,0.147980,0.164061,0.180934,0.198008,0.214855,0.231363,0.248361,0.265771,0.283507,0.301472,0.319560,0.338734,0.359058,0.380602,0.403438,0.427644,0.453303,0.480501,0.509331,0.539891,0.567116,0.595472,0.625245,0.656507,0.689333,0.723799
2072,0.002115,0.000162,0.000095,0.000081,0.000068,0.000060,0.000054,0.000050,0.000047,0.000046,0.000048,0.000052,0.000060,0.000072,0.000091,0.000119,0.000151,0.000188,0.000226,0.000263,0.000296,0.000325,0.000353,0.000380,0.000406,0.000434,0.000464,0.000497,0.000531,0.000568,0.000607,0.000646,0.000683,0.000716,0.000744,0.000772,0.000805,0.000843,0.000882,0.000915,0.000941,0.000967,0.001002,0.001051,0.001114,0.001190,0.001276,0.001373,0.001486,0.001623,0.001786,0.001961,0.002149,0.002357,0.002587,0.002837,0.003103,0.003381,0.003665,0.003948,0.004224,0.004493,0.004769,0.005096,0.005546,0.006151,0.006717,0.007272,0.007892,0.008635,0.009536,0.010609,0.011846,0.013212,0.014669,0.016235,0.017968,0.019944,0.022223,0.024853,0.027882,0.031368,0.035413,0.040215,0.046111,0.053258,0.060587,0.068209,0.076475,0.085618,0.095690,0.106741,0.118916,0.132402,0.147230,0.163233,0.180028,0.197026,0.213803,0.230246,0.247175,0.264514,0.282173,0.300058,0.318062,0.337145,0.357374,0.378816,0.401545,0.425638,0.451176,0.478247,0.506942,0.537181,0.564040,0.592242,0.621854,0.652946,0.685594,0.719873
2073,0.002081,0.000160,0.000094,0.000080,0.000068,0.000059,0.000053,0.000049,0.000047,0.000046,0.000047,0.000051,0.000059,0.000071,0.000090,0.000118,0.000150,0.000186,0.000225,0.000261,0.000293,0.000323,0.000351,0.000377,0.000403,0.000431,0.000460,0.000493,0.000527,0.000563,0.000602,0.000641,0.000678,0.000710,0.000737,0.000765,0.000798,0.000835,0.000874,0.000906,0.000932,0.000958,0.000993,0.001041,0.001103,0.001179,0.001264,0.001359,0.001471,0.001607,0.001770,0.001943,0.002129,0.002335,0.002562,0.002810,0.003073,0.003348,0.003629,0.003909,0.004182,0.004448,0.004721,0.005046,0.005496,0.006103,0.006668,0.007220,0.007836,0.008574,0.009469,0.010535,0.011765,0.013122,0.014570,0.016126,0.017849,0.019814,0.022078,0.024692,0.027702,0.031167,0.035188,0.039968,0.045844,0.052974,0.060278,0.067867,0.076091,0.085187,0.095207,0.106201,0.118314,0.131733,0.146488,0.162414,0.179131,0.196055,0.212762,0.229141,0.246002,0.263269,0.280854,0.298659,0.316579,0.335573,0.355708,0.377050,0.399673,0.423654,0.449073,0.476017,0.504578,0.534281,0.560995,0.589045,0.618497,0.649422,0.681893,0.715987
2074,0.002047,0.000158,0.000093,0.000078,0.000067,0.000058,0.000052,0.000048,0.000046,0.000045,0.000046,0.000051,0.000058,0.000070,0.000089,0.000117,0.000149,0.000185,0.000223,0.000259,0.000291,0.000321,0.000348,0.000374,0.000400,0.000427,0.000457,0.000489,0.000523,0.000559,0.000597,0.000636,0.000672,0.000704,0.000731,0.000759,0.000791,0.000828,0.000866,0.000898,0.000924,0.000949,0.000983,0.001031,0.001093,0.001167,0.001252,0.001346,0.001457,0.001592,0.001753,0.001925,0.002109,0.002313,0.002538,0.002783,0.003043,0.003315,0.003593,0.003870,0.004140,0.004403,0.004673,0.004997,0.005447,0.006055,0.006620,0.007169,0.007781,0.008514,0.009403,0.010463,0.011684,0.013033,0.014472,0.016019,0.017732,0.019685,0.021936,0.024533,0.027525,0.030969,0.034967,0.039724,0.045580,0.052694,0.059973,0.067528,0.075712,0.084761,0.094729,0.105667,0.117719,0.131071,0.145754,0.161605,0.178245,0.195094,0.211732,0.228047,0.244842,0.262038,0.279548,0.297275,0.315111,0.334018,0.354059,0.375302,0.397821,0.421690,0.446991,0.473811,0.502239,0.531411,0.557981,0.585880,0.615174,0.645933,0.678230,0.712141
2075,0.002014,0.000156,0.000091,0.000077,0.000066,0.000057,0.000052,0.000048,0.000045,0.000044,0.000046,0.000050,0.000057,0.000069,0.000088,0.000116,0.000148,0.000184,0.000221,0.000257,0.000289,0.000318,0.000345,0.000372,0.000397,0.000424,0.000453,0.000485,0.000519,0.000554,0.000592,0.000630,0.000667,0.000698,0.000725,0.000752,0.000784,0.000821,0.000858,0.000890,0.000915,0.000941,0.000974,0.001021,0.001082,0.001156,0.001239,0.001333,0.001443,0.001577,0.001737,0.001907,0.002090,0.002291,0.002514,0.002756,0.003014,0.003283,0.003558,0.003832,0.004099,0.004359,0.004627,0.004949,0.005398,0.006008,0.006572,0.007119,0.007727,0.008455,0.009338,0.010391,0.011605,0.012946,0.014376,0.015913,0.017616,0.019557,0.021794,0.024376,0.027350,0.030773,0.034748,0.039483,0.045320,0.052417,0.059671,0.067193,0.075336,0.084339,0.094256,0.105139,0.117130,0.130417,0.145028,0.160804,0.177368,0.194143,0.210713,0.226966,0.243694,0.260820,0.278256,0.295905,0.313659,0.332479,0.352427,0.373573,0.395987,0.419747,0.444931,0.471627,0.499925,0.528570,0.554998,0.582748,0.611886,0.642480,0.674604,0.708334
2076,0.001981,0.000153,0.000090,0.000076,0.000065,0.000057,0.000051,0.000047,0.000045,0.000044,0.000045,0.000049,0.000057,0.000068,0.000087,0.000115,0.000147,0.000182,0.000220,0.000255,0.000287,0.000316,0.000343,0.000369,0.000394,0.000421,0.000450,0.000481,0.000514,0.000550,0.000587,0.000625,0.000661,0.000692,0.000719,0.000746,0.000777,0.000814,0.000851,0.000882,0.000907,0.000932,0.000965,0.001012,0.001072,0.001145,0.001227,0.001320,0.001429,0.001562,0.001721,0.001890,0.002070,0.002270,0.002490,0.002730,0.002985,0.003251,0.003524,0.003794,0.004059,0.004315,0.004580,0.004901,0.005350,0.005961,0.006525,0.007069,0.007673,0.008397,0.009274,0.010320,0.011526,0.012859,0.014280,0.015809,0.017501,0.019431,0.021655,0.024221,0.027177,0.030579,0.034532,0.039245,0.045062,0.052142,0.059372,0.066861,0.074964,0.083922,0.093788,0.104616,0.116547,0.129769,0.144310,0.160011,0.176500,0.193202,0.209705,0.225895,0.242558,0.259614,0.276978,0.294549,0.312222,0.330956,0.350813,0.371862,0.394173,0.417824,0.442893,0.469467,0.497635,0.525758,0.552046,0.579648,0.608631,0.639062,0.671015,0.704566
2077,0.001949,0.000151,0.000089,0.000075,0.000064,0.000056,0.000050,0.000046,0.000044,0.000043,0.000045,0.000049,0.000056,0.000067,0.000086,0.000114,0.000145,0.000181,0.000218,0.000253,0.000285,0.000313,0.000340,0.000366,0.000391,0.000417,0.000446,0.000478,0.000510,0.000545,0.000583,0.000620,0.000656,0.000687,0.000713,0.000740,0.000771,0.000807,0.000843,0.000874,0.000899,0.000923,0.000956,0.001002,0.001062,0.001134,0.001215,0.001307,0.001415,0.001547,0.001705,0.001872,0.002051,0.002249,0.002467,0.002704,0.002956,0.003220,0.003489,0.003757,0.004018,0.004272,0.004535,0.004854,0.005303,0.005915,0.006478,0.007020,0.007620,0.008339,0.009210,0.010249,0.011448,0.012773,0.014186,0.015706,0.017388,0.019306,0.021517,0.024068,0.027006,0.030388,0.034319,0.039010,0.044808,0.051871,0.059076,0.066532,0.074596,0.083509,0.093325,0.104098,0.115971,0.129128,0.143599,0.159227,0.175641,0.192272,0.208708,0.224836,0.241433,0.258422,0.275713,0.293208,0.310800,0.329448,0.349215,0.370168,0.392378,0.415921,0.440876,0.467329,0.495369,0.522975,0.549124,0.576580,0.605409,0.635679,0.667463,0.700836
2078,0.001917,0.000149,0.000088,0.000074,0.000063,0.000055,0.000050,0.000046,0.000043,0.000043,0.000044,0.000048,0.000055,0.000067,0.000085,0.000113,0.000144,0.000179,0.000216,0.000251,0.000282,0.000311,0.000338,0.000363,0.000388,0.000414,0.000443,0.000474,0.000506,0.000541,0.000578,0.000615,0.000650,0.000681,0.000707,0.000733,0.000764,0.000799,0.000836,0.000866,0.000891,0.000915,0.000947,0.000993,0.001052,0.001123,0.001204,0.001294,0.001401,0.001532,0.001689,0.001855,0.002033,0.002228,0.002444,0.002678,0.002928,0.003189,0.003456,0.003721,0.003979,0.004230,0.004490,0.004807,0.005256,0.005869,0.006432,0.006971,0.007568,0.008281,0.009147,0.010180,0.011371,0.012688,0.014093,0.015603,0.017276,0.019183,0.021381,0.023917,0.026837,0.030199,0.034108,0.038777,0.044556,0.051602,0.058783,0.066207,0.074232,0.083100,0.092867,0.103587,0.115401,0.128494,0.142896,0.158452,0.174792,0.191351,0.207722,0.223788,0.240321,0.257241,0.274461,0.291881,0.309394,0.327957,0.347635,0.368493,0.390602,0.414038,0.438881,0.465213,0.493126,0.520220,0.546231,0.573543,0.602220,0.632331,0.663947,0.697145
2079,0.001886,0.000147,0.000087,0.000073,0.000062,0.000054,0.000049,0.000045,0.000043,0.000042,0.000043,0.000047,0.000054,0.000066,0.000084,0.000112,0.000143,0.000178,0.000215,0.000249,0.000280,0.000309,0.000335,0.000360,0.000385,0.000411,0.000439,0.000470,0.000502,0.000537,0.000573,0.000610,0.000645,0.000675,0.000701,0.000727,0.000757,0.000793,0.000828,0.000859,0.000883,0.000907,0.000939,0.000984,0.001042,0.001112,0.001192,0.001282,0.001388,0.001518,0.001673,0.001838,0.002014,0.002207,0.002421,0.002653,0.002900,0.003158,0.003422,0.003684,0.003940,0.004188,0.004445,0.004761,0.005210,0.005824,0.006386,0.006923,0.007516,0.008225,0.009085,0.010111,0.011296,0.012604,0.014001,0.015502,0.017165,0.019061,0.021246,0.023767,0.026670,0.030012,0.033900,0.038548,0.044307,0.051336,0.058493,0.065885,0.073872,0.082696,0.092414,0.103080,0.114836,0.127867,0.142201,0.157684,0.173952,0.190441,0.206745,0.222751,0.239220,0.256074,0.273222,0.290567,0.308001,0.326481,0.346070,0.366834,0.388845,0.412175,0.436906,0.463120,0.490907,0.517493,0.543368,0.570536,0.599063,0.629016,0.660467,0.693490
